numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
NOPE-0004286,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004286,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004288,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004289,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004290,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004291,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004292,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004293,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004294,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004294,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004296,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004297,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004298,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004299,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004300,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004301,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004302,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004302,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004304,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004305,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004306,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004307,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004308,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004309,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004310,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004310,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004312,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004313,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004314,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004315,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004316,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004317,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004318,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004318,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004320,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004321,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004322,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004323,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004324,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004325,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004326,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004326,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004328,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004329,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004330,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004331,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004332,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004333,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004334,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004334,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004336,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004337,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004338,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004339,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004340,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004341,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004342,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004342,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004344,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004345,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004346,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004347,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004348,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004349,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004350,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004350,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004352,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004353,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004354,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004355,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004356,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004357,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004358,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004358,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004360,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004361,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004362,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004363,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004364,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004365,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004366,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004366,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004368,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004369,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004370,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004371,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004372,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004373,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004374,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004374,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004376,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004377,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004378,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004379,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004380,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004381,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004382,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004382,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004384,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004385,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004386,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004387,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004388,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004389,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004390,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004390,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004392,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004393,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004394,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004395,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004396,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004397,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004398,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004398,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004400,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004401,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004402,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004403,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004404,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004405,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004406,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004406,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004408,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004409,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004410,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004411,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004412,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004413,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004414,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004414,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004416,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004417,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004418,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004419,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004420,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004421,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004422,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004422,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004424,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004425,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004426,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004427,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004428,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004429,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004430,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004430,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004432,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004433,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004434,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004435,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004436,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004437,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004438,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004438,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004440,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004441,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004442,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004443,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004444,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004445,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004446,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004446,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004448,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004449,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004450,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004451,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004452,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004453,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004454,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004454,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004456,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004457,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004458,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004459,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004460,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004461,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004462,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004462,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004464,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004465,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004466,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004467,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004468,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004469,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004470,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004470,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004472,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004473,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004474,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004475,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004476,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004477,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004478,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004478,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004480,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004481,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004482,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004483,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004484,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004485,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004486,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004486,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004488,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004489,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004490,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004491,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004492,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004493,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004494,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004494,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004496,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004497,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004498,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004499,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004500,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004501,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004502,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004502,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004504,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004505,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004506,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004507,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004508,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004509,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004510,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004510,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004512,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004513,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004514,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004515,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004516,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004517,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004518,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004518,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004520,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004521,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004522,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004523,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004524,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004525,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004526,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004526,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004528,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004529,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004530,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004531,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004532,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004533,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004534,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004534,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004536,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004537,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004538,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004539,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004540,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004541,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004542,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004542,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004544,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004545,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004546,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004547,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004548,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004549,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004550,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004550,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004552,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004553,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004554,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004555,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004556,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004557,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004558,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004558,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004560,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004561,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004562,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004563,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004564,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004565,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004566,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004566,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004568,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004569,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004570,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004571,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004572,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004573,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004574,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004574,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004576,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004577,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004578,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004579,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004580,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004581,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004582,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004582,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004584,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004585,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004586,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004587,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004588,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004589,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004590,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004590,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004592,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004593,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004594,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004595,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004596,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004597,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004598,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004598,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004600,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004601,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004602,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004603,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004604,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004605,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004606,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004606,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004608,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004609,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004610,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004611,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004612,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004613,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004614,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004614,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004616,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004617,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004618,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004619,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004620,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004621,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004622,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004622,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004624,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004625,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004626,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004627,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00004628,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004629,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004630,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004630,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004632,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004633,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004634,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004635,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00004636,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004637,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004638,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004638,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004640,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004641,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004642,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004643,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00004644,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004645,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004646,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004646,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004648,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004649,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004650,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00004651,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00004652,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00004653,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0004654,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004654,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004656,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004657,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004658,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00004659,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00004660,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00004661,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0004662,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004662,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004664,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00004665,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00004666,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00004667,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00004668,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00004669,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0004670,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0004670,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00004672,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
